FID;id;kkorgnr;enhedsnavn;forvaltning;centernavn;enhedstype;ejerforhold;distrikt;koerorgnr;remedybetaler;ean;cvr;se;opusnavn;losorg;losnavn;adm_enheds_id;pnummer;telefon;mail;facebook;www;vejadresseringsnavn;vejnavn;postnummer;bynavn;husnummer;etage;doerbetegnelse;adresse;nordlig;oestlig;giskoory;giskoorx;vejkode;kommunenavn;kommunekode;postboks;skoledistrikt;socialdistrikt;politidistrikt;postdistrikt;bydelnavn;rodenr;rodenavn;lokaludvalgnr;lokaludvalgnavn;locationuuid;type;alias;primaer;hemmelige;offentlig;lokationsnr;enhedsnr;cvr_branchekode;link_kkorg;ogc_fid;wkb_geometry
kkorg_enheder_offentlig.731;8;2056;Rosa;BUF;Område Amager;Aldersintegrerede institutioner;Kommunal;Amager;37201;37201;5,79801E+12;64942212;82601015;;372012010;Amager Klynge H;805528;1010395514;33664525;37201@buf.kk.dk;;https://rosa-kk.aula.dk;Øresundsvej 131;Øresundsvej;2300;København S;131;;;Øresundsvej 131, 2300 København S;126.263.717;556.621.628;6174443.54;728082.46;8544;København;101;;Skolen i Nordøstamager;Amager;;København S;Amager Øst;374;Lindgreens;11;Amager Øst;683d981c-3eaf-413c-a97c-c36541be6e13;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L2884;U95;889150;https://kkorg.kk.dk/tree-unit/5ba3c71276989e11dc0043c1;731;MULTIPOINT ((12.626371666418667 55.66216279497855))
kkorg_enheder_offentlig.732;240;2008;Bellahøj Børnehave;BUF;Område Brønshøj/Vanløse;Børnehaver;Selvejende;Brønshøj-Vanløse;35309;35309;;30798716;82601015;;353099999;Brønshøj/Vanløse Netværk 4;1025374;1003029512;38602492;35309@buf.kk.dk;;http://www.bellahoejboernehave.kk.dk;Bellahøjvej 42A;Bellahøjvej;2700;Brønshøj;42A;;;Bellahøjvej 42A, 2700 Brønshøj;125.064.951;556.988.494;6178135.81;720339.76;444;København;101;;Rødkilde Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;285;Bellahøjs;9;Brønshøj-Husum ;bea1af27-870b-48d4-b0d9-5fcea5d3d5e3;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L1113;U863;889130;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003c01;732;MULTIPOINT ((12.506495089498957 55.69884939933545))
kkorg_enheder_offentlig.733;1715;6409;Fritidsinstitutionen ved Brønshøj Skole/Brønshøj Fritidshjem;BUF;Område Brønshøj/Vanløse;Skolefritidsordninger og fritidshjem;Kommunal;Brønshøj-Vanløse;;;5,79801E+12;64942212;82601015;Fritidsinstitutionen ved Brønshøj Skole;6409;;1056899;1026024230;33664344;77019@kk.dk;;https://brh.aula.dk;Præstegårds Allé 31;Præstegårds Allé;2700;Brønshøj;31;;;Præstegårds Allé 31, 2700 Brønshøj;124.942.022;557.062.683;6178921.9;719526.03;5632;København;101;;Brønshøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;278;Hvedevejs;9;Brønshøj-Husum ;859f3231-54e6-4bf7-9834-81f8f0ded9cf;Fritidsinstitution, KKFO;;NEJ;No;JA;L4764;U3841;889140;https://kkorg.kk.dk/tree-unit/5ee23e0c8d0f0000810027e9;733;MULTIPOINT ((12.494202151592763 55.70626832349714))
kkorg_enheder_offentlig.734;1632;4239;Vinklen Team 2;SOF;Borgercenter Handicap;Døgninstitutioner for personer med psykiske handicap;Kommunal;Østerbro;64195;64195;5,79801E+12;64942212;55072817;;641951953;BCH CSB;1016503;1018864432;33663366;;;;Thomas Laubs Gade 4A;Thomas Laubs Gade;2100;København Ø;4A;st;1;Thomas Laubs Gade 4A, 2100 København Ø;125.725.946;557.134.306;6179969.57;724407.7;7392;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;98;Kuhlaus;3;Østerbro;f62145e3-953a-4d03-8056-d3b317436e3f;Handicaptilbud;;JA;No;JA;L2560;U2911;872010;https://kkorg.kk.dk/tree-unit/5ba3c74176989e12c8000fc1;734;MULTIPOINT ((12.572594572354122 55.71343063916654))
kkorg_enheder_offentlig.735;834;6406;Fritidsinstitutionen ved Den Classenske Legatskole;BUF;Område Indre By/Østerbro;Skolefritidsordninger og fritidshjem;Kommunal;Indre By-Østerbro;;;5,79801E+12;64942212;82601015;FI ved Den Classenske Legatskole;6406;;1056893;1026052811;33170416;77026@kk.dk;;https://dcl.aula.dk;Sankt Peders Stræde 4;Sankt Peders Stræde;1453;København K;4;;;Sankt Peders Stræde 4, 1453 København K;125.702.778;556.795.971;6176199.35;724456.18;6280;København;101;;Den Classenske Legatskole;City-Østerbro;;København K;Indre by;1;Sankt Peders;2;Indre By;34d5556b-24e2-492c-a583-fb368620a2a8;Fritidsinstitution, KKFO;;NEJ;No;JA;L4790;U3838;889140;https://kkorg.kk.dk/tree-unit/5ee203b6a368000041004362;735;MULTIPOINT ((12.570277798449666 55.67959716051029))
kkorg_enheder_offentlig.736;475;5454;Eventyrlandet;BUF;Område Indre By/Østerbro;Børnehaver;Selvejende;Indre By-Østerbro;35468;35468;;20760028;82601015;;5454;Indre By/Østerbro Netværk 1;1032113;1003001779;39277007;35468@buf.kk.dk;;https://eventyrlandet2100.dk/;Teglværksgade 1;Teglværksgade;2100;København Ø;1;;;Teglværksgade 1, 2100 København Ø;12.560.884;557.057.328;6179075.6;723716.48;7360;København;101;;Nørre Fælled Skole;City-Østerbro;;København Ø;Østerbro;161;Klostervængets;3;Østerbro;4a002100-8616-4e89-9b00-272f613ba1f3;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L1262;U762;889130;https://kkorg.kk.dk/tree-unit/5ba3c71d76989e0e08005143;736;MULTIPOINT ((12.56088402146727 55.705732785387575))
kkorg_enheder_offentlig.737;224;1634;Sundby Asyl;BUF;Område Amager;Aldersintegrerede institutioner;Selvejende;Amager;35679;35679;;46056817;82601015;;356799999;Tværgående netværk 2/Asylselskabet;1025336;1003086418;32583001;35679@buf.kk.dk;;https://sundbyasyl.dk/;Frankrigsgade 3;Frankrigsgade;2300;København S;3;;;Frankrigsgade 3, 2300 København S;126.063.858;556.611.254;6174262.61;726832.05;1896;København;101;;Skolen på Amagerbro;Amager;;København S;Amager Øst;360;Reperbanens;11;Amager Øst;1a64cfb7-8f69-45ca-8abf-3a83d0b15f6a;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L2072;U20;889150;https://kkorg.kk.dk/tree-unit/5ba3c71176989e127c00230a;737;MULTIPOINT ((12.606385817083556 55.66112547727263))
kkorg_enheder_offentlig.738;93;5779;Tingbjerg Kulturhus;KFF;Center for Kultur- og Fritidsaktiviteter;Biblioteker;Kommunal;;51301;51301;5,79801E+12;64942212;21318809;;5779;KFF K og F Nord;1041380;1003255060;;;https://www.facebook.com/tingbjerg.bibliotek.kulturhus;https://bibliotek.kk.dk/bibliotek/tingbjerg;Skolesiden 4;Skolesiden;2700;Brønshøj;4;;;Skolesiden 4, 2700 Brønshøj;124.843.165;55.719.113;6180319.17;718833.37;6494;København;101;;Tingbjerg Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;267;Gavlhus;9;Brønshøj-Husum ;62afcaa8-a17a-4ab2-b728-b0e60d23d43c;Kulturhus;;JA;No;JA;L1488;U1180;910110;https://kkorg.kk.dk/tree-unit/5ba3c72476989e0de4002a2f;738;MULTIPOINT ((12.484316491196862 55.719112982291165))
kkorg_enheder_offentlig.739;1257;1644;Vuggestuerne Ingolf og Følfodvej;BUF;Område Amager;Vuggestuer;Kommunal;Amager;37242;37242;5,79801E+12;64942212;82601015;;372422420;Amager Klynge F;750087;1003252553;51537573;37242@buf.kk.dk;;https://ingolf-foelfodvej-kk.aula.dk/;Følfodvej 118;Følfodvej;2300;København S;118;;;Følfodvej 118, 2300 København S;126.050.159;556.390.391;6171801.89;726873.69;2052;København;101;;Dyvekeskolen;Amager;;København S;Amager Vest;354;Vejlands;12;Amager Vest;01e25b85-fd29-4999-8665-14e0e82c8526;Borgerhenvendelse, Daginstitution, Vuggestue;;NEJ;No;JA;L2574;U54;889120;https://kkorg.kk.dk/tree-unit/5ba3c71276989e11dc0042cb;739;MULTIPOINT ((12.605015903718249 55.63903914989713))
kkorg_enheder_offentlig.740;568;5317;Fritidsinstitutionen ved Vesterbro Ny Skole/Børnebyen Vesterbro;BUF;Område Valby/Vesterbro/Kgs. Enghave;Skolefritidsordninger og fritidshjem;Kommunal;Valby-Vesterbro-Kgs. Enghave;37833;37833;5,79801E+12;64942212;82601015;Fritidsinst. Vesterbro Ny Skole;5317;;1031780;1009737797;40448267;37833@buf.kk.dk;;https://vesterbronyskole.aula.dk;Alsgade 14;Alsgade;1764;København V;14;;;Alsgade 14, 1764 København V;125.401.311;556.651.555;6174496.03;722643.86;96;København;101;;Vesterbro Ny Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;191;Alsgades;5;Vesterbro;981d6b40-20a1-4b69-9465-c8ac89d143e8;Fritidsinstitution, KKFO;;NEJ;No;JA;L3932;U212;889140;https://kkorg.kk.dk/tree-unit/5ba3c71476989e11dc00467f;740;MULTIPOINT ((12.540131126998556 55.665155501961785))
kkorg_enheder_offentlig.751;1377;3778;2. sal Nord;SOF;Borgercenter Handicap;Døgninstitutioner for personer med psykiske handicap;Kommunal;Bispebjerg;64137;64137;5,79801E+12;64942212;55072817;2. sal Nord;641371378;BCH CAS;804889;1025930173;33663366;;;;Musvågevej 24;Musvågevej;2400;København NV;24;;;Musvågevej 24, 2400 København NV;125.282.518;557.013.825;6178486.92;721691.92;4872;København;101;;Grøndalsvængets Skole;Bispebjerg;;København NV;Bispebjerg;293;Lærkevejs;10;Bispebjerg;e8d1dd5a-875c-4fe8-8515-ebab42b4e9c4;Handicaptilbud;;JA;No;JA;L1188;U2811;872010;https://kkorg.kk.dk/tree-unit/5ba3c73f76989e12d8005e29;751;MULTIPOINT ((12.528251791228048 55.701382537882495))
kkorg_enheder_offentlig.741;372;2023;Regnbuen;BUF;Område Brønshøj/Vanløse;Aldersintegrerede institutioner;Selvejende;Brønshøj-Vanløse;35415;35415;;46804619;46804619;;354159999;Brønshøj/Vanløse Netværk 1;1025525;1003088240;38280024;35415@buf.kk.dk;;https://regnbuen2700-kk.aula.dk;Præstekærvej 3;Præstekærvej;2700;Brønshøj;3;;;Præstekærvej 3, 2700 Brønshøj;124.936.698;557.058.315;6178871.64;719495.05;5636;København;101;;Brønshøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;278;Hvedevejs;9;Brønshøj-Husum ;120f3d25-2953-4b89-8177-d50fb43e4e7f;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L2921;U878;889150;https://kkorg.kk.dk/tree-unit/5ba3c71f76989e1360003c5b;741;MULTIPOINT ((12.493669804349159 55.70583157381968))
kkorg_enheder_offentlig.742;192;1901;Guldberg-Hudegården;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Selvejende;Nørrebro-Bispebjerg;35237;35237;5,79E+12;33518161;33518161;;352379999;Nørrebro/Bispebjerg Netværk 1;1025636;1016734671;35397586;35237@buf.kk.dk;;https://guldberghudegaarden-kk.aula.dk;Arresøgade 20;Arresøgade;2200;København N;20;;;Arresøgade 20, 2200 København N;125.548.935;556.972.433;6178112.13;723388.75;228;København;101;;Guldberg Skole;Nørrebro;;København N;Nørrebro;118;Refsnæsgades;4;Nørrebro;24e28250-e735-4eec-b3d9-a93e5e1e9bfa;Aldersintegreret institution, Borgerhenvendelse, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L1995;U452;889150;https://kkorg.kk.dk/tree-unit/5ba3c71876989e063800021f;742;MULTIPOINT ((12.554893485641937 55.69724330259257))
kkorg_enheder_offentlig.743;1011;1761;Børnehuset Englegård;BUF;Område Nørrebro/Bispebjerg;Aldersintegrerede institutioner;Kommunal;Nørrebro-Bispebjerg;37429;37429;5,79801E+12;64942212;82601015;;374294290;Nørrebro/Bispebjerg Klynge H;802223;1008523653;82563610;37429@buf.kk.dk;;https://englegaard-kk.aula.dk;Frederiksborgvej 240;Frederiksborgvej;2860;Søborg;240;;;Frederiksborgvej 240, 2860 Søborg;125.258.312;557.267.876;6181304.61;721396.06;1940;København;101;;Holbergskolen;Bispebjerg;;Søborg;Bispebjerg;316;Søborghus;10;Bispebjerg;0d119427-93e6-4c4b-ab3d-104605f1840d;Aldersintegreret institution, Børnehave, Daginstitution, Vuggestue;;JA;No;JA;L1314;U449;889150;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec0031bd;743;MULTIPOINT ((12.525831249456418 55.726787649062516))
kkorg_enheder_offentlig.744;1499;608;Mamma Mia;SOF;Borgercenter Voksne;Revalideringsinstitutioner;Selvejende;;68571;68571;5,79801E+12;17801384;17801384;;685719710;;801762;1003256341;33663366;;;;Utterslev Torv 30;Utterslev Torv;2400;København NV;30;;;Utterslev Torv 30, 2400 København NV;125.159.838;55.710.873;6179503.23;720867.86;7880;København;101;;Utterslev Skole;Bispebjerg;;København NV;Bispebjerg;307;Hyrdevangens;10;Bispebjerg;8010e7d8-c991-4ba6-8375-8560035a25cd;Tilbud;;JA;No;JA;L2876;U3327;881030;https://kkorg.kk.dk/tree-unit/5ba3c74876989e1524000241;744;MULTIPOINT ((12.515983847870809 55.71087301409437))
kkorg_enheder_offentlig.745;1026;5680;Kulturhavn;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af teater- og koncertsale, kulturhuse mv.;Kommunal;;52010;52010;5,79801E+12;64942212;21318809;;5680;KFF K og I Christ/VA;1038346;1002899489;;info@kulturhavn.dk;https://da-dk.facebook.com/pg/Kulturhavn/;https://kulturhavn.kk.dk/;Lyrskovgade 4;Lyrskovgade;1758;København V;4;;;Lyrskovgade 4, 1758 København V;125.437.152;556.678.268;6174804.63;722853.97;4496;København;101;;Vesterbro Ny Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;189;Enghavevejs;5;Vesterbro;33c65657-79d6-4a35-a22b-ecb9df21854b;Offentlig administration;;JA;No;JA;L2735;U1268;900400;https://kkorg.kk.dk/tree-unit/5ba3c72676989e11b8004f4f;745;MULTIPOINT ((12.543715195819505 55.66782679400342))
kkorg_enheder_offentlig.746;79;2285;Juvelen;BUF;Område Brønshøj/Vanløse;Vuggestuer;Selvejende;Brønshøj-Vanløse;35227;35227;;17679716;82601015;;352279999;Brønshøj/Vanløse Netværk 2;1025423;1002989900;38601755;35227@buf.kk.dk;;https://www.vuggestuenjuvelen.dk/;Arildsgård 9;Arildsgård;2700;Brønshøj;9;;;Arildsgård 9, 2700 Brønshøj;12.479.537;557.127.093;6179591.89;718569.11;208;København;101;;Tingbjerg Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;264;Voldparkens;9;Brønshøj-Husum ;4beba229-dfe3-496c-87b0-d111836c3402;Borgerhenvendelse, Daginstitution, Vuggestue;;JA;No;JA;L107;U948;889120;https://kkorg.kk.dk/tree-unit/5ba3c72176989e1360003dff;746;MULTIPOINT ((12.479537022670884 55.712709334349356))
kkorg_enheder_offentlig.747;1197;5406;Fritidscenter Brønshøj Husum;BUF;Fagligt Center;Fritids- og ungdomsklubber;Selvejende;Brønshøj-Vanløse;35940;35940;;37765759;37765759;;5406;Fritid og Unge;1031972;1021850116;38288498;35940@buf.kk.dk;;https://fcbh.dk/;Frederikssundsvej 159;Frederikssundsvej;2700;Brønshøj;159;;;Frederikssundsvej 159, 2700 Brønshøj;125.014.871;557.045.614;6178755.17;719993.1;1964;København;101;;Brønshøj Skole;Brønshøj-Husum-Vanløse;;Brønshøj;Brønshøj-Husum;277;Tuxens;9;Brønshøj-Husum ;c1dc1d5b-b9c5-4876-a25b-d8dcf8274389;Fritidscenter, Fritidsklub, Ungdomsklub;;NEJ;No;JA;L3037;U949;889160;https://kkorg.kk.dk/tree-unit/5ba3c72176989e1360003e05;747;MULTIPOINT ((12.501487086656974 55.704561447106315))
kkorg_enheder_offentlig.748;684;1358;Uddannelse København;SUF;Center for HR og Uddannelse;Anden undervisning i.a.n.;Kommunal;Bydækkende;20051;20051;5,79801E+12;64942212;16480703;UDD Uddannelse København;200510001;Suf Central;850937;1021822872;35303935;uddannelse@kk.dk;;https://uddannelse.kk.dk/;Serridslevvej 2A;Serridslevvej;2100;København Ø;2A;1;;Serridslevvej 2A, 2100 København Ø;125.753.657;557.053.905;6179084.39;724627.84;6340;København;101;;Vibenshus Skole;City-Østerbro;;København Ø;Østerbro;89;Kanslergades;3;Østerbro;e95c9f4a-136a-48ee-9f99-05a67c7e85b3;Uddannelse København;;JA;No;JA;L902;U1877;855900;https://kkorg.kk.dk/tree-unit/5ba3c73076989e0278005b65;748;MULTIPOINT ((12.57536568119268 55.705390573014206))
kkorg_enheder_offentlig.749;43;1801;Børnehuset ved Kongens Have;BUF;Område Indre By/Østerbro;Aldersintegrerede institutioner;Selvejende;Indre By-Østerbro;35283;35283;;64115219;82601015;;352839999;Indre By/Østerbro Netværk 4;1025481;1023384937;33131605;35283@buf.kk.dk;;http://boernehuskongenshave.blogspot.com/;Store Regnegade 2;Store Regnegade;1110;København K;2;1;;Store Regnegade 2, 1110 København K;125.817.104;556.813.601;6176432.49;725164.45;6956;København;101;;Sølvgades Skole;City-Østerbro;;København K;Indre by;12;Hovedvagtens;2;Indre By;e2a8c3da-4008-4e22-a999-6c1a46c6e809;Aldersintegreret institution, Borgerhenvendelse, Daginstitution, Vuggestue;;NEJ;No;JA;L1940;U621;889150;https://kkorg.kk.dk/tree-unit/5ba3c71b76989e0638000615;749;MULTIPOINT ((12.581710432845245 55.68136009954683))
kkorg_enheder_offentlig.750;556;5322;Fritidsinstitutionen ved Tove Ditlevsens Skole;BUF;Område Valby/Vesterbro/Kgs. Enghave;Skolefritidsordninger og fritidshjem;Kommunal;Valby-Vesterbro-Kgs. Enghave;37655;37655;5,79801E+12;64942212;82601015;Fritidsinst. ved Tove Ditlevsens Skole;5322;;1031785;1021672765;33176812;37655@buf.kk.dk;;https://tds.aula.dk;Saxogade 67;Saxogade;1662;København V;67;st;;Saxogade 67, 1662 København V;125.512.918;556.691.208;6174972.93;723322.84;6288;København;101;;Oehlenschlægersgades Skole;Valby-Vesterbro-Kgs. Enghave;;København V;Vesterbro-Kongens Enghave;172;Absalons;5;Vesterbro;acf6b9b2-4ce5-478e-b20b-a739f6bde476;Fritidsinstitution, KKFO;;NEJ;No;JA;L1975;U255;889140;https://kkorg.kk.dk/tree-unit/5ba3c71576989e13ec002d31;750;MULTIPOINT ((12.551291755520609 55.66912087263774))
kkorg_enheder_offentlig.752;821;6402;Fritidsinstitutionen ved Amager Fælled Skole/Amagerhylden;BUF;Område Amager;Skolefritidsordninger og fritidshjem;Kommunal;Amager;;;5,79801E+12;64942212;82601015;FI ved Amager Fælled Skole;6402;;1056889;1026021797;30228111;77016@kk.dk;;https://afs.aula.dk;Amagerfælledvej 53;Amagerfælledvej;2300;København S;53;;;Amagerfælledvej 53, 2300 København S;125.939.765;556.616.401;6174279.31;726048.94;112;København;101;;Amager Fælled Skole;Amager;;København S;Amager Vest;339;Sundholms;12;Amager Vest;7b49fa1c-5058-4d2c-a424-d7840491c488;Fritidsinstitution, KKFO;;NEJ;No;JA;L4759;U3834;889140;https://kkorg.kk.dk/tree-unit/5ee1ed82fc4d000075004b4a;752;MULTIPOINT ((12.5939764620757 55.661640084710996))
kkorg_enheder_offentlig.753;154;1735;Emdrup Børnehave Firbenet;BUF;Område Nørrebro/Bispebjerg;Børnehaver;Selvejende;Nørrebro-Bispebjerg;35430;35430;;37829684;37829684;;354309999;Nørrebro/Bispebjerg Klynge 4;1025688;1021648066;39693887;35430@buf.kk.dk;;http://www.nbs4.dk;Rådvadsvej 142;Rådvadsvej;2400;København NV;142;;;Rådvadsvej 142, 2400 København NV;125.299.283;557.211.808;6180694.15;721684.99;6164;København;101;;Holbergskolen;Bispebjerg;;København NV;Bispebjerg;315;Rismosevejs;10;Bispebjerg;9c779d67-58c5-42cf-98df-1649d75d112c;Borgerhenvendelse, Børnehave, Daginstitution;;JA;No;JA;L1645;U439;889130;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003181;753;MULTIPOINT ((12.529928288605054 55.72118084568645))
kkorg_enheder_offentlig.754;1747;240;Grøndal MultiCenter;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af sportsanlæg;Kommunal;;52201;52201;5,79801E+12;64942212;21318809;;522015120;KFF Fritid KBH;853967;1002899465;82205710;infogroendal@kff.kk.dk;;www.gmc.dk;Hvidkildevej 64;Hvidkildevej;2400;København NV;64;;;Hvidkildevej 64, 2400 København NV;125.153.524;556.998.342;6178273.54;720890.52;3120;København;101;;Rødkilde Skole;Brønshøj-Husum-Vanløse;;København NV;Vanløse;286;Borups;8;Vanløse;bb76585e-119e-4cc1-bbcd-2f77d1b34095;;;NEJ;No;JA;L5144;U1307;931100;https://kkorg.kk.dk/tree-unit/5ba3c72676989e11b8005039;754;MULTIPOINT ((12.515352420357766 55.6998342780634))
kkorg_enheder_offentlig.755;432;2498;Børnejunglen;BUF;Område Nørrebro/Bispebjerg;Børnehaver;Kommunal;Nørrebro-Bispebjerg;37460;37460;5,79801E+12;64942212;82601015;;374604600;Nørrebro/Bispebjerg Klynge E;801722;1022530964;21636791;37460@buf.kk.dk;;https://boernejunglen-kk.aula.dk;Præstemosevej 31;Præstemosevej;3480;Fredensborg;31;;;;;;;;565;Fredensborg;210;;;;;;;;;;;363b9d27-7fdf-4511-a341-3c20b215c51c;Aldersintegreret institution, Børnehave, Daginstitution, Udflytteradresse, Rumlepotte;;NEJ;No;JA;L1547;U434;889130;https://kkorg.kk.dk/tree-unit/5ba3c71876989e13ec003163;755;
kkorg_enheder_offentlig.756;1673;2588;Faglig Støttefunktion - Valby/Vesterbro/Kgs. Enghave;BUF;Område Valby/Vesterbro/Kgs. Enghave;Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;Kommunal;Valby-Vesterbro-Kgs. Enghave;38250;38250;5,79801E+12;64942212;82601015;Faglig Støttefunktion - VVK;382506013;;864717;1003256602;33663366;;;;Gammel Køge Landevej 3;Gammel Køge Landevej;2500;Valby;3;;;Gammel Køge Landevej 3, 2500 Valby;125.172.183;55.660.537;6173909.04;721229.57;2100;København;101;;Harrestrup Å Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;209;Ellebjerg;7;Valby;efcbb31a-0494-487d-aa2f-e7baf1e04544;Offentlig administration, Områdekontor;;JA;No;JA;L347;U320;841200;https://kkorg.kk.dk/tree-unit/5ba3c71676989e13ec002eb7;756;MULTIPOINT ((12.51721829103379 55.66053699566171))
kkorg_enheder_offentlig.757;1683;3234;Kildevældsskolens Tandklinik;BUF;Fagligt Center;Praktiserende tandlæger;Kommunal;Indre By-Østerbro;38910;38910;5,79801E+12;64942212;82601015;;389107127;Børne- og Ungdomstandplejen;1023987;1020430512;35303960;;;https://www.tandplejen.kk.dk/;Bellmansgade 5A;Bellmansgade;2100;København Ø;5A;;;Bellmansgade 5A, 2100 København Ø;125.694.098;557.154.021;6180178.52;724196.45;452;København;101;;Kildevældsskolen;City-Østerbro;;København Ø;Østerbro;99;Bellmans;3;Østerbro;8131f2f3-277c-4d93-951f-6162be430bc6;Borgerhenvendelse, Tandklinik, Tandpleje;;JA;No;JA;L3454;U496;862300;https://kkorg.kk.dk/tree-unit/5ba3c71976989e0638000327;757;MULTIPOINT ((12.569409848954567 55.71540216766204))
kkorg_enheder_offentlig.758;697;264;Sundbyøster Hal 1;KFF;Center for Kultur- og Fritidsaktiviteter;Drift af sportsanlæg;Kommunal;;52405;52405;5,79801E+12;64942212;21318809;;524055370;KFF Kultur S;854001;1002991874;33664700;kultursidraet@kk.dk;;https://kulturogfritids.kk.dk/sundbyoesterhallerne;Parmagade 4;Parmagade;2300;København S;4;st;;Parmagade 4, 2300 København S;126.127.675;556.524.233;6173315.74;727283.7;5424;København;101;;Sundbyøster Skole;Amager;;København S;Amager Øst;381;Smyrnas;11;Amager Øst;8e7c99fe-f2ae-4224-832f-15c8b6729217;Idrætsanlæg;;JA;No;JA;L440;U1245;931100;https://kkorg.kk.dk/tree-unit/5ba3c72576989e0de4002bb5;758;MULTIPOINT ((12.61276751996809 55.652423356191285))
kkorg_enheder_offentlig.759;1137;1938;Hanssted Skole;BUF;Område Valby/Vesterbro/Kgs. Enghave;Folkeskoler o.lign.;Kommunal;Valby-Vesterbro-Kgs. Enghave;31143;31143;5,79801E+12;64942212;82601015;;311430000;;804261;1003255242;82562560;hanssted@kk.dk;;https://hanssted.aula.dk;Rødbyvej 2;Rødbyvej;2500;Valby;2;;;Rødbyvej 2, 2500 Valby;12.486.321;556.666.531;6174491.1;719252.82;6080;København;101;;Hanssted Skole;Valby-Vesterbro-Kgs. Enghave;;Valby;Valby;234;Hanssted;7;Valby;f4ad2ae4-d2d7-40d4-920c-0d841de06960;Borgerhenvendelse, Distriktsskole;;JA;No;JA;L1232;U161;852010;https://kkorg.kk.dk/tree-unit/5ba3c71376989e11dc00454d;759;MULTIPOINT ((12.486321020771664 55.66665312691821))
kkorg_enheder_offentlig.760;782;4579;Flerbørnsdagpleje;BUF;Administrativt Ressourcecenter;Dagplejemødre;Kommunal;Forvaltning - niv. 3 enhed under fagkontor;37105;37105;5,79801E+12;64942212;82601015;;371051051;;817975;1024670720;27204739;;;;Willemoesgade 58E;Willemoesgade;2100;København Ø;58E;;;Willemoesgade 58E, 2100 København Ø;125.864.558;556.984.986;6178353.93;725363.95;8356;København;101;;Langelinieskolen;City-Østerbro;;København Ø;Østerbro;67;Lipkes;3;Østerbro;d299d503-40b4-4e92-86f1-a644949d08e6;Borgerhenvendelse, Dagpleje, Flerbørnsdagpleje;;NEJ;No;JA;L4409;U829;889110;https://kkorg.kk.dk/tree-unit/5ba3c71e76989e0e080052d5;760;MULTIPOINT ((12.586455826048416 55.698498654461616))
kkorg_enheder_offentlig.761;912;5222;Indre By/Østerbro Klynge E/Klyngen ved Trianglen;BUF;Område Indre By/Østerbro;Aldersintegrerede institutioner;Kommunal;Indre By-Østerbro;36241;36241;5,79801E+12;64942212;82601015;Indre By/Østerbro Klynge E;5222;Indre By/Østerbro Klynge E;1031584;1004177586;;36241@buf.kk.dk;;;Rosenvængets Allé 18;Rosenvængets Allé;2100;København Ø;18;;;Rosenvængets Allé 18, 2100 København Ø;125.815.203;556.992.502;6178421.47;725049.64;5948;København;101;;Sortedamskolen;City-Østerbro;;København Ø;Østerbro;68;Sorøgades;3;Østerbro;52def0af-ea6a-416f-85bf-f61eae5b17d4;Klynge;;JA;No;JA;L2608;U680;889150;https://kkorg.kk.dk/tree-unit/5ba3c71c76989e0e08004f57;761;MULTIPOINT ((12.58152029964459 55.69925018165609))
